"sample_id","side_or_trapnum","watershed","date","dipteran_large","terrestrial_large","caddisfly_large","mayfly_large","stonefly_large","other_large","dipteran_small","terrestrial_small","caddisfly_small","other_small"
NA,"1","1",2018-10-08,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"10","1",2018-10-08,NA,NA,NA,NA,NA,NA,7,NA,NA,1
NA,"10","1",2018-10-08,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"2","1",2018-10-08,NA,NA,NA,NA,NA,NA,22,2,NA,2
NA,"2","1",2018-10-08,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,"3","1",2018-10-08,NA,NA,NA,NA,NA,NA,9,NA,NA,2
NA,"3","1",2018-10-08,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"4","1",2018-10-08,NA,NA,NA,NA,NA,1,5,3,NA,2
NA,"4","1",2018-10-08,1,4,NA,NA,NA,NA,3,2,NA,NA
NA,"5","1",2018-10-08,NA,NA,NA,NA,NA,NA,5,2,NA,NA
NA,"5","1",2018-10-08,1,NA,NA,NA,NA,NA,6,NA,NA,NA
NA,"6","1",2018-10-08,NA,NA,NA,NA,NA,NA,6,NA,NA,7
NA,"6","1",2018-10-08,4,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,"7","1",2018-10-08,NA,NA,NA,NA,NA,1,10,4,NA,3
NA,"7","1",2018-10-08,7,3,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8","1",2018-10-08,NA,NA,NA,NA,NA,NA,23,NA,NA,1
NA,"8","1",2018-10-08,15,1,NA,NA,NA,NA,8,NA,NA,NA
NA,"9","1",2018-10-08,3,NA,NA,NA,NA,NA,5,NA,NA,2
NA,"9","1",2018-10-08,5,1,NA,NA,NA,NA,2,1,NA,NA
NA,"1","1",2018-10-15,NA,NA,NA,NA,NA,NA,15,2,NA,5
NA,"1","1",2018-10-15,6,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,"10","1",2018-10-15,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
NA,"10","1",2018-10-15,1,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,"2","1",2018-10-15,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
NA,"2","1",2018-10-15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"3","1",2018-10-15,NA,NA,NA,NA,NA,NA,13,1,NA,4
NA,"3","1",2018-10-15,5,3,NA,NA,NA,NA,7,NA,NA,NA
NA,"4","1",2018-10-15,2,NA,NA,NA,NA,NA,11,2,NA,3
NA,"4","1",2018-10-15,5,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,"5","1",2018-10-15,1,NA,NA,NA,NA,NA,19,NA,NA,2
NA,"5","1",2018-10-15,15,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,"6","1",2018-10-15,NA,NA,NA,NA,NA,NA,8,NA,NA,3
NA,"6","1",2018-10-15,2,NA,NA,NA,NA,NA,4,1,NA,NA
NA,"7","1",2018-10-15,NA,NA,NA,NA,NA,NA,6,2,NA,3
NA,"7","1",2018-10-15,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8","1",2018-10-15,NA,NA,NA,NA,NA,NA,14,NA,NA,NA
NA,"8","1",2018-10-15,3,1,NA,NA,NA,NA,8,NA,NA,NA
NA,"9","1",2018-10-15,NA,NA,NA,NA,NA,NA,11,2,NA,NA
NA,"9","1",2018-10-15,5,3,NA,NA,NA,NA,6,NA,NA,NA
NA,"1","1",2018-10-22,1,NA,NA,NA,NA,NA,3,NA,NA,1
NA,"1","1",2018-10-22,1,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,"10","1",2018-10-22,NA,1,NA,NA,NA,NA,15,2,NA,2
NA,"10","1",2018-10-22,11,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,"2","1",2018-10-22,3,NA,NA,NA,NA,1,18,1,NA,2
NA,"2","1",2018-10-22,14,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,"3","1",2018-10-22,1,NA,NA,NA,NA,NA,6,2,NA,1
NA,"3","1",2018-10-22,3,NA,NA,NA,NA,NA,6,1,NA,NA
NA,"4","1",2018-10-22,NA,2,NA,NA,NA,NA,12,4,NA,NA
NA,"4","1",2018-10-22,6,2,NA,NA,NA,NA,6,NA,NA,NA
NA,"5","1",2018-10-22,NA,NA,NA,NA,NA,NA,6,1,NA,1
NA,"5","1",2018-10-22,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"6","1",2018-10-22,1,NA,NA,NA,NA,NA,11,NA,NA,2
NA,"6","1",2018-10-22,3,4,NA,NA,NA,NA,5,3,NA,NA
NA,"7","1",2018-10-22,4,NA,NA,NA,NA,NA,12,2,NA,NA
NA,"7","1",2018-10-22,7,6,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8","1",2018-10-22,NA,NA,NA,NA,NA,NA,14,1,NA,1
NA,"8","1",2018-10-22,11,NA,NA,NA,NA,NA,5,NA,NA,NA
NA,"9","1",2018-10-22,1,NA,NA,NA,NA,NA,14,3,NA,NA
NA,"9","1",2018-10-22,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1","1",2018-10-29,NA,NA,NA,NA,NA,NA,1,NA,NA,1
NA,"10","1",2018-10-29,1,NA,NA,NA,NA,NA,1,NA,NA,NA
NA,"2","1",2018-10-29,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
NA,"3","1",2018-10-29,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
NA,"4","1",2018-10-29,1,NA,NA,NA,NA,NA,1,NA,NA,NA
NA,"5","1",2018-10-29,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
NA,"6","1",2018-10-29,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
NA,"7","1",2018-10-29,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
NA,"8","1",2018-10-29,NA,NA,NA,NA,NA,NA,2,NA,NA,1
NA,"9","1",2018-10-29,2,NA,NA,NA,NA,NA,4,1,NA,NA
NA,"1","1",2018-11-05,NA,NA,NA,NA,NA,NA,10,NA,NA,NA
NA,"10","1",2018-11-05,1,NA,NA,NA,NA,NA,14,3,NA,NA
NA,"2","1",2018-11-05,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
NA,"3","1",2018-11-05,1,NA,NA,NA,NA,NA,10,1,NA,NA
NA,"4","1",2018-11-05,4,NA,NA,NA,NA,NA,17,NA,NA,NA
NA,"5","1",2018-11-05,NA,NA,NA,NA,NA,NA,10,NA,NA,NA
NA,"6","1",2018-11-05,NA,1,NA,NA,NA,NA,9,1,NA,1
NA,"7","1",2018-11-05,2,NA,NA,NA,NA,NA,12,1,NA,1
NA,"8","1",2018-11-05,NA,NA,NA,NA,NA,NA,9,NA,NA,NA
NA,"9","1",2018-11-05,1,NA,NA,NA,NA,1,27,NA,NA,NA
NA,"1","1",2018-11-12,1,NA,NA,NA,NA,NA,8,1,NA,NA
NA,"10","1",2018-11-12,NA,NA,NA,NA,NA,NA,9,NA,NA,NA
NA,"2","1",2018-11-12,1,NA,NA,NA,NA,NA,12,1,NA,NA
NA,"3","1",2018-11-12,21,NA,NA,NA,NA,NA,30,NA,NA,NA
NA,"4","1",2018-11-12,1,NA,NA,NA,NA,NA,2,NA,NA,NA
NA,"5","1",2018-11-12,2,NA,NA,NA,NA,NA,17,2,NA,NA
NA,"6","1",2018-11-12,2,NA,NA,NA,NA,NA,12,NA,NA,NA
NA,"7","1",2018-11-12,6,NA,NA,NA,NA,NA,8,2,NA,NA
NA,"8","1",2018-11-12,37,NA,NA,NA,NA,NA,16,NA,NA,NA
NA,"9","1",2018-11-12,1,NA,NA,NA,NA,NA,5,NA,NA,2
"ST190041","A","1",2019-04-01,NA,3,NA,NA,NA,NA,1,NA,NA,NA
"ST190041","B","1",2019-04-01,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"ST190081","A","1",2019-04-15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST190081","B","1",2019-04-15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST190121","A","1",2019-04-22,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"ST190121","B","1",2019-04-22,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"ST190161","A","1",2019-04-29,4,NA,NA,NA,NA,NA,4,NA,NA,5
"ST190162","A","1",2019-04-29,NA,NA,NA,NA,NA,NA,6,NA,NA,4
"ST190163","A","1",2019-04-29,2,NA,NA,NA,NA,NA,7,NA,NA,1
"ST190164","A","1",2019-04-29,2,NA,NA,NA,1,NA,6,NA,NA,3
"ST190165","A","1",2019-04-29,NA,NA,NA,NA,NA,1,2,NA,NA,NA
"ST190161","B","1",2019-04-29,2,NA,NA,NA,NA,1,2,1,NA,1
"ST190162","B","1",2019-04-29,1,NA,NA,NA,NA,NA,11,NA,NA,NA
"ST190163","B","1",2019-04-29,3,NA,NA,NA,NA,NA,7,NA,NA,NA
"ST190164","B","1",2019-04-29,NA,NA,NA,NA,NA,NA,3,NA,NA,5
"ST190165","B","1",2019-04-29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST190201","A","1",2019-05-06,6,1,NA,NA,NA,NA,12,NA,NA,1
"ST190202","A","1",2019-05-06,3,NA,NA,NA,NA,NA,8,NA,NA,1
"ST190203","A","1",2019-05-06,3,2,NA,NA,NA,NA,25,NA,NA,NA
"ST190204","A","1",2019-05-06,NA,NA,NA,NA,NA,NA,11,NA,NA,2
"ST190205","A","1",2019-05-06,4,NA,NA,NA,NA,NA,14,NA,NA,1
"ST190201","B","1",2019-05-06,3,NA,NA,NA,NA,NA,10,NA,NA,NA
"ST190202","B","1",2019-05-06,5,1,NA,NA,NA,NA,16,NA,NA,NA
"ST190203","B","1",2019-05-06,2,NA,NA,NA,NA,NA,33,NA,NA,1
"ST190204","B","1",2019-05-06,2,NA,NA,NA,NA,1,6,NA,NA,NA
"ST190205","B","1",2019-05-06,2,NA,NA,NA,NA,2,15,NA,NA,1
"ST190241","A","1",2019-05-13,NA,NA,NA,NA,NA,NA,23,NA,NA,NA
"ST190242","A","1",2019-05-13,NA,NA,NA,NA,NA,NA,94,NA,NA,4
"ST190243","A","1",2019-05-13,NA,1,NA,NA,NA,1,55,NA,NA,1
"ST190244","A","1",2019-05-13,1,NA,NA,NA,NA,1,47,NA,NA,2
"ST190245","A","1",2019-05-13,4,1,NA,NA,1,1,94,NA,NA,1
"ST190241","B","1",2019-05-13,NA,NA,NA,NA,NA,NA,38,NA,NA,2
"ST190242","B","1",2019-05-13,10,NA,NA,NA,NA,1,159,NA,NA,4
"ST190243","B","1",2019-05-13,NA,NA,NA,NA,NA,2,67,NA,NA,1
"ST190244","B","1",2019-05-13,3,NA,NA,NA,NA,2,32,NA,NA,2
"ST190245","B","1",2019-05-13,8,NA,NA,NA,NA,NA,59,NA,NA,2
"ST190281","A","1",2019-05-20,3,NA,NA,NA,NA,1,108,NA,NA,8
"ST190282","A","1",2019-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST190283","A","1",2019-05-20,6,NA,NA,NA,NA,3,67,NA,NA,2
"ST190284","A","1",2019-05-20,1,NA,NA,NA,NA,1,156,NA,NA,14
"ST190285","A","1",2019-05-20,1,NA,NA,NA,NA,1,169,NA,NA,3
"ST190281","B","1",2019-05-20,NA,NA,NA,NA,NA,1,78,NA,NA,4
"ST190282","B","1",2019-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST190283","B","1",2019-05-20,3,NA,NA,NA,NA,NA,100,NA,NA,5
"ST190284","B","1",2019-05-20,3,NA,NA,NA,NA,1,188,NA,NA,10
"ST190285","B","1",2019-05-20,3,NA,NA,NA,NA,1,78,NA,NA,1
"ST190321","A","1",2019-05-28,5,NA,NA,NA,NA,1,27,NA,NA,3
"ST190322","A","1",2019-05-28,6,NA,NA,NA,NA,2,174,NA,NA,11
"ST190323","A","1",2019-05-28,1,NA,NA,NA,2,2,211,NA,NA,8
"ST190324","A","1",2019-05-28,4,3,NA,NA,1,1,268,NA,NA,2
"ST190325","A","1",2019-05-28,7,NA,NA,NA,3,NA,280,NA,NA,7
"ST190321","B","1",2019-05-28,1,NA,NA,NA,NA,1,142,NA,NA,5
"ST190322","B","1",2019-05-28,4,NA,NA,NA,NA,4,165,NA,NA,8
"ST190323","B","1",2019-05-28,7,NA,NA,NA,2,1,219,NA,NA,3
"ST190324","B","1",2019-05-28,5,NA,NA,NA,NA,NA,66,NA,NA,NA
"ST190325","B","1",2019-05-28,12,NA,NA,NA,NA,NA,145,NA,NA,8
"ST190361","A","1",2019-06-02,1,NA,NA,NA,1,NA,34,NA,NA,1
"ST190362","A","1",2019-06-02,NA,NA,NA,NA,3,NA,33,NA,NA,3
"ST190363","A","1",2019-06-02,1,NA,NA,NA,NA,NA,27,NA,NA,NA
"ST190364","A","1",2019-06-02,6,NA,NA,NA,NA,NA,52,NA,NA,NA
"ST190365","A","1",2019-06-02,2,1,NA,NA,NA,NA,26,NA,NA,NA
"ST190361","B","1",2019-06-02,1,NA,1,NA,1,NA,38,NA,NA,1
"ST190362","B","1",2019-06-02,1,NA,NA,NA,NA,1,41,NA,NA,6
"ST190363","B","1",2019-06-02,2,NA,NA,NA,NA,NA,24,NA,NA,1
"ST190364","B","1",2019-06-02,1,NA,NA,NA,NA,NA,31,NA,NA,1
"ST190365","B","1",2019-06-02,NA,1,NA,NA,NA,NA,39,NA,NA,1
"ST190401","A","1",2019-06-10,NA,4,NA,NA,1,1,80,NA,NA,1
"ST190402","A","1",2019-06-10,6,NA,NA,NA,2,1,53,NA,NA,4
"ST190403","A","1",2019-06-10,1,1,NA,NA,NA,NA,52,NA,NA,3
"ST190404","A","1",2019-06-10,4,2,NA,NA,NA,2,46,NA,NA,4
"ST190405","A","1",2019-06-10,4,NA,NA,NA,NA,1,92,NA,NA,7
"ST190401","B","1",2019-06-10,2,5,NA,NA,1,1,46,NA,NA,1
"ST190402","B","1",2019-06-10,9,NA,NA,NA,2,2,35,NA,NA,5
"ST190403","B","1",2019-06-10,3,NA,NA,NA,5,NA,40,NA,NA,2
"ST190404","B","1",2019-06-10,3,NA,NA,NA,NA,1,63,1,NA,2
"ST190405","B","1",2019-06-10,NA,NA,NA,NA,1,2,89,NA,NA,1
"ST190441","A","1",2019-06-17,NA,NA,1,NA,2,1,21,2,NA,NA
"ST190442","A","1",2019-06-17,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"ST190443","A","1",2019-06-17,1,NA,NA,NA,1,NA,19,NA,NA,NA
"ST190444","A","1",2019-06-17,NA,NA,1,NA,1,NA,25,1,NA,NA
"ST190445","A","1",2019-06-17,1,2,NA,NA,1,NA,28,5,NA,NA
"ST190441","B","1",2019-06-17,1,NA,NA,NA,1,NA,20,2,NA,NA
"ST190442","B","1",2019-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST190443","B","1",2019-06-17,NA,NA,NA,NA,3,NA,23,2,NA,1
"ST190444","B","1",2019-06-17,NA,1,NA,NA,1,2,18,1,NA,NA
"ST190445","B","1",2019-06-17,NA,NA,NA,NA,1,NA,19,NA,NA,NA
"ST190481","A","1",2019-06-24,NA,2,NA,NA,NA,1,25,3,NA,NA
"ST190482","A","1",2019-06-24,1,NA,NA,NA,3,2,47,1,NA,3
"ST190483","A","1",2019-06-24,NA,1,NA,NA,1,1,57,2,NA,NA
"ST190484","A","1",2019-06-24,NA,3,NA,NA,3,3,33,2,NA,NA
"ST190485","A","1",2019-06-24,2,NA,3,NA,NA,1,56,NA,NA,NA
"ST190481","B","1",2019-06-24,NA,2,1,NA,2,NA,17,NA,1,1
"ST190482","B","1",2019-06-24,NA,1,NA,NA,1,5,27,1,NA,NA
"ST190483","B","1",2019-06-24,1,NA,1,NA,NA,3,27,1,NA,NA
"ST190484","B","1",2019-06-24,NA,2,NA,NA,1,NA,17,NA,NA,NA
"ST190485","B","1",2019-06-24,2,NA,NA,NA,NA,3,44,NA,NA,NA
"ST190521","A","1",2019-07-01,1,NA,1,NA,NA,1,17,NA,NA,NA
"ST190522","A","1",2019-07-01,2,NA,2,NA,NA,2,25,2,NA,NA
"ST190523","A","1",2019-07-01,NA,1,NA,NA,1,1,35,2,NA,1
"ST190524","A","1",2019-07-01,NA,4,2,NA,2,1,22,6,NA,3
"ST190525","A","1",2019-07-01,NA,2,1,NA,1,1,28,NA,NA,NA
"ST190521","B","1",2019-07-01,NA,2,NA,NA,NA,2,26,1,NA,NA
"ST190522","B","1",2019-07-01,1,NA,1,NA,NA,1,47,1,NA,2
"ST190523","B","1",2019-07-01,NA,1,2,NA,NA,1,31,1,NA,NA
"ST190524","B","1",2019-07-01,4,5,NA,NA,2,2,40,13,NA,1
"ST190525","B","1",2019-07-01,1,NA,NA,NA,NA,3,56,1,NA,2
"ST190561","A","1",2019-07-08,2,1,NA,NA,2,2,35,1,NA,1
"ST190562","A","1",2019-07-08,1,NA,1,NA,1,NA,22,1,NA,6
"ST190563","A","1",2019-07-08,NA,1,NA,NA,1,2,20,2,NA,3
"ST190564","A","1",2019-07-08,NA,2,NA,NA,NA,1,18,1,2,2
"ST190565","A","1",2019-07-08,NA,2,1,NA,1,2,30,3,NA,7
"ST190561","B","1",2019-07-08,1,NA,1,NA,1,1,38,4,NA,7
"ST190562","B","1",2019-07-08,1,NA,NA,NA,NA,2,22,1,NA,8
"ST190563","B","1",2019-07-08,3,2,1,NA,NA,1,45,2,1,6
"ST190564","B","1",2019-07-08,1,1,NA,NA,NA,1,19,3,NA,4
"ST190565","B","1",2019-07-08,1,2,NA,NA,NA,2,26,NA,NA,5
"ST190601","A","1",2019-07-15,4,NA,1,NA,NA,3,22,4,NA,7
"ST190602","A","1",2019-07-15,4,3,NA,NA,1,NA,29,2,NA,6
"ST190603","A","1",2019-07-15,1,1,NA,NA,NA,1,13,2,NA,3
"ST190604","A","1",2019-07-15,1,1,NA,NA,NA,3,18,NA,NA,6
"ST190605","A","1",2019-07-15,2,NA,NA,NA,NA,3,15,NA,NA,8
"ST190601","B","1",2019-07-15,NA,2,NA,NA,NA,1,12,1,NA,2
"ST190602","B","1",2019-07-15,NA,NA,NA,NA,NA,1,15,1,NA,5
"ST190603","B","1",2019-07-15,6,NA,1,NA,NA,NA,9,3,NA,4
"ST190604","B","1",2019-07-15,4,1,2,NA,1,1,23,1,NA,6
"ST190605","B","1",2019-07-15,4,1,NA,NA,NA,NA,13,2,NA,11
"ST190641","A","1",2019-07-22,2,4,1,NA,2,3,8,1,NA,2
"ST190642","A","1",2019-07-22,2,1,1,NA,NA,NA,13,1,NA,4
"ST190643","A","1",2019-07-22,NA,1,NA,NA,NA,NA,11,2,NA,3
"ST190644","A","1",2019-07-22,NA,NA,NA,NA,NA,1,9,2,NA,2
"ST190645","A","1",2019-07-22,NA,NA,1,NA,NA,6,16,1,NA,NA
"ST190641","B","1",2019-07-22,NA,1,NA,NA,NA,1,12,3,NA,5
"ST190642","B","1",2019-07-22,3,NA,NA,NA,NA,NA,9,NA,NA,3
"ST190643","B","1",2019-07-22,NA,NA,NA,NA,NA,NA,17,2,1,2
"ST190644","B","1",2019-07-22,1,1,NA,NA,NA,3,7,NA,NA,2
"ST190645","B","1",2019-07-22,1,NA,NA,NA,NA,2,10,1,NA,NA
"ST190681","A","1",2019-07-29,NA,NA,NA,NA,NA,NA,6,2,NA,NA
"ST190682","A","1",2019-07-29,3,1,NA,NA,NA,NA,8,1,1,2
"ST190683","A","1",2019-07-29,2,2,1,NA,NA,1,8,1,NA,NA
"ST190684","A","1",2019-07-29,3,NA,NA,NA,NA,1,10,NA,NA,NA
"ST190685","A","1",2019-07-29,3,NA,NA,NA,2,NA,10,2,NA,3
"ST190681","B","1",2019-07-29,1,NA,NA,NA,1,1,12,3,1,NA
"ST190682","B","1",2019-07-29,2,NA,NA,NA,NA,1,10,3,NA,2
"ST190683","B","1",2019-07-29,3,1,NA,NA,NA,NA,19,1,NA,NA
"ST190684","B","1",2019-07-29,1,NA,NA,NA,NA,1,11,5,NA,1
"ST190685","B","1",2019-07-29,5,7,NA,NA,1,NA,13,5,NA,1
"ST190721","A","1",2019-08-05,NA,1,NA,NA,NA,NA,11,2,NA,1
"ST190722","A","1",2019-08-05,NA,NA,NA,NA,NA,1,7,1,NA,NA
"ST190723","A","1",2019-08-05,NA,3,NA,NA,NA,NA,9,2,NA,1
"ST190724","A","1",2019-08-05,NA,2,NA,NA,NA,NA,9,2,NA,NA
"ST190725","A","1",2019-08-05,NA,NA,NA,NA,1,1,8,2,NA,NA
"ST190721","B","1",2019-08-05,NA,5,NA,NA,NA,1,14,NA,NA,NA
"ST190722","B","1",2019-08-05,NA,4,1,NA,NA,1,7,3,NA,2
"ST190723","B","1",2019-08-05,NA,2,NA,NA,1,2,7,1,NA,1
"ST190724","B","1",2019-08-05,1,1,NA,NA,NA,2,9,3,NA,3
"ST190725","B","1",2019-08-05,2,16,NA,NA,4,NA,4,3,NA,NA
"ST190761","A","1",2019-08-12,NA,1,NA,NA,1,NA,14,1,NA,2
"ST190762","A","1",2019-08-12,NA,3,NA,NA,NA,1,8,3,NA,NA
"ST190763","A","1",2019-08-12,NA,2,1,NA,NA,1,5,NA,NA,NA
"ST190764","A","1",2019-08-12,NA,8,1,NA,NA,2,5,NA,NA,2
"ST190765","A","1",2019-08-12,NA,3,NA,NA,NA,2,14,2,NA,2
"ST190761","B","1",2019-08-12,NA,17,NA,NA,1,1,5,5,NA,2
"ST190762","B","1",2019-08-12,1,5,NA,NA,NA,NA,15,4,NA,1
"ST190763","B","1",2019-08-12,NA,4,NA,NA,1,NA,8,4,NA,1
"ST190764","B","1",2019-08-12,NA,2,NA,NA,NA,2,9,NA,NA,1
"ST190765","B","1",2019-08-12,2,2,NA,NA,NA,1,10,3,NA,1
"ST190801","A","1",2019-08-19,1,3,NA,NA,NA,NA,11,4,NA,NA
"ST190802","A","1",2019-08-19,NA,3,NA,NA,1,NA,8,1,NA,NA
"ST190803","A","1",2019-08-19,1,9,1,NA,NA,NA,9,NA,NA,NA
"ST190804","A","1",2019-08-19,NA,5,NA,NA,1,NA,6,2,NA,2
"ST190805","A","1",2019-08-19,NA,3,NA,NA,NA,NA,10,3,NA,NA
"ST190801","B","1",2019-08-19,NA,2,NA,NA,NA,1,10,NA,NA,NA
"ST190802","B","1",2019-08-19,1,4,NA,NA,NA,NA,6,NA,NA,NA
"ST190803","B","1",2019-08-19,NA,NA,NA,NA,1,1,6,2,NA,NA
"ST190804","B","1",2019-08-19,1,14,NA,NA,NA,NA,3,2,NA,NA
"ST190805","B","1",2019-08-19,1,4,NA,NA,NA,1,12,4,NA,NA
"ST190841","A","1",2019-08-26,NA,2,NA,NA,NA,1,4,1,1,2
"ST190842","A","1",2019-08-26,NA,4,NA,NA,NA,NA,5,1,NA,1
"ST190843","A","1",2019-08-26,NA,5,2,NA,1,NA,7,2,NA,NA
"ST190844","A","1",2019-08-26,NA,2,NA,NA,NA,NA,5,2,NA,1
"ST190845","A","1",2019-08-26,NA,7,2,NA,2,2,7,3,NA,NA
"ST190841","B","1",2019-08-26,NA,2,NA,NA,NA,NA,2,2,NA,NA
"ST190842","B","1",2019-08-26,NA,3,NA,NA,NA,NA,7,6,NA,NA
"ST190843","B","1",2019-08-26,NA,1,1,NA,1,NA,5,1,NA,NA
"ST190844","B","1",2019-08-26,1,4,NA,NA,NA,1,4,NA,NA,NA
"ST190845","B","1",2019-08-26,NA,4,NA,NA,4,1,11,3,NA,NA
"ST190881","A","1",2019-09-03,1,2,NA,NA,NA,NA,10,1,NA,NA
"ST190882","A","1",2019-09-03,NA,2,NA,NA,NA,NA,8,2,NA,NA
"ST190883","A","1",2019-09-03,NA,3,NA,NA,1,1,16,1,NA,NA
"ST190884","A","1",2019-09-03,NA,4,NA,NA,NA,1,5,5,NA,NA
"ST190885","A","1",2019-09-03,NA,NA,NA,NA,NA,1,10,4,NA,NA
"ST190881","B","1",2019-09-03,NA,4,NA,NA,NA,NA,8,3,NA,NA
"ST190882","B","1",2019-09-03,2,4,NA,NA,NA,1,4,2,NA,1
"ST190883","B","1",2019-09-03,NA,4,NA,NA,NA,1,6,1,NA,NA
"ST190884","B","1",2019-09-03,NA,1,NA,NA,NA,1,7,3,NA,1
"ST190885","B","1",2019-09-03,NA,NA,NA,NA,NA,1,9,4,NA,NA
"ST190921","A","1",2019-09-09,NA,1,NA,NA,NA,NA,5,1,NA,NA
"ST190922","A","1",2019-09-09,NA,1,NA,NA,NA,NA,3,1,NA,NA
"ST190923","A","1",2019-09-09,NA,NA,NA,NA,NA,NA,10,NA,NA,NA
"ST190924","A","1",2019-09-09,NA,NA,NA,NA,NA,NA,17,1,1,NA
"ST190925","A","1",2019-09-09,NA,1,1,NA,NA,NA,6,NA,NA,NA
"ST190921","B","1",2019-09-09,NA,NA,NA,NA,NA,1,8,NA,NA,NA
"ST190922","B","1",2019-09-09,NA,NA,NA,NA,NA,NA,4,1,NA,NA
"ST190923","B","1",2019-09-09,1,1,NA,NA,NA,NA,6,3,NA,NA
"ST190924","B","1",2019-09-09,NA,1,NA,NA,NA,1,4,3,NA,NA
"ST190925","B","1",2019-09-09,NA,NA,1,NA,NA,NA,12,1,NA,NA
"ST190961","A","1",2019-09-16,NA,NA,NA,NA,NA,1,6,1,NA,1
"ST190962","A","1",2019-09-16,1,NA,NA,NA,1,NA,7,2,NA,NA
"ST190963","A","1",2019-09-16,1,1,NA,NA,NA,NA,4,1,NA,NA
"ST190964","A","1",2019-09-16,NA,1,NA,NA,1,1,8,7,NA,2
"ST190965","A","1",2019-09-16,NA,NA,NA,NA,NA,1,11,1,NA,NA
"ST190961","B","1",2019-09-16,2,1,NA,NA,NA,NA,2,1,NA,NA
"ST190962","B","1",2019-09-16,2,1,NA,NA,NA,NA,9,NA,NA,NA
"ST190963","B","1",2019-09-16,NA,NA,NA,NA,NA,1,5,4,NA,NA
"ST190964","B","1",2019-09-16,NA,NA,1,NA,NA,2,6,3,NA,NA
"ST190965","B","1",2019-09-16,1,NA,1,NA,NA,NA,6,2,NA,NA
"ST191001","A","1",2019-09-23,1,1,NA,NA,NA,2,6,NA,NA,1
"ST191002","A","1",2019-09-23,1,2,NA,NA,NA,NA,4,NA,NA,NA
"ST191003","A","1",2019-09-23,NA,NA,NA,NA,NA,NA,7,1,NA,2
"ST191004","A","1",2019-09-23,4,NA,1,NA,NA,1,4,5,NA,NA
"ST191005","A","1",2019-09-23,NA,2,NA,NA,NA,NA,7,1,NA,NA
"ST191001","B","1",2019-09-23,3,NA,NA,NA,NA,NA,5,NA,NA,1
"ST191002","B","1",2019-09-23,NA,2,NA,NA,NA,NA,9,1,NA,NA
"ST191003","B","1",2019-09-23,NA,1,NA,NA,NA,1,7,1,NA,NA
"ST191004","B","1",2019-09-23,NA,NA,NA,NA,NA,1,8,2,NA,1
"ST191015","B","1",2019-09-23,NA,1,NA,NA,NA,NA,7,1,NA,NA
"ST191041","A","1",2019-09-30,NA,NA,NA,NA,NA,NA,7,1,NA,NA
"ST191042","A","1",2019-09-30,1,NA,NA,NA,NA,NA,3,NA,NA,NA
"ST191043","A","1",2019-09-30,2,NA,NA,NA,NA,NA,7,NA,NA,NA
"ST191044","A","1",2019-09-30,NA,NA,NA,NA,NA,NA,4,1,NA,NA
"ST191045","A","1",2019-09-30,NA,NA,NA,NA,NA,1,3,2,NA,3
"ST191041","B","1",2019-09-30,1,NA,NA,NA,NA,NA,6,1,NA,NA
"ST191042","B","1",2019-09-30,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"ST191043","B","1",2019-09-30,NA,NA,NA,NA,NA,NA,7,1,NA,NA
"ST191044","B","1",2019-09-30,NA,1,NA,NA,NA,NA,3,2,NA,NA
